loanid,property,occupancy,purpose,documentation,ratetype,isnegam,lienposition,originalappraisalamount,ltv,jrltv,combinedltv,originalamount,srbalance,originalterm,amorterm,fico,rate,originationdate,state,asofdate,loanage,reportedloanstatus,currentamount,modified,priorchargeoff,liquidationdate,defdate,lgd,yrm,origym,region_code,updatedcltv,updatedcltv_missing,fico_missing,singlehome,occupied,timetoliquidation,predlgd
"Modified_202844","S","P","P","C1","F","False",1,162000,102.50309,0,102.50309,166055,0,534,480,662,6.75,200510,"PR",201510,120,3,162518.69,"True",0,201701,201310,63.080746,2017m1,2005m10,"PR",128.4003,0,0,1,1,39,44.86711
"Modified_200236","S","P","P","C1","F","False",1,116392.27,77.5,0,77.5,90204.008,0,555,480,713,6.5,200510,"PR",201504,114,3,89854.797,"True",0,201704,201310,44.353783,2017m4,2005m10,"PR",100.0997,0,0,1,1,42,36.6256
"801374","C","P","C","C1","F","False",1,258000,77.635658,0,77.635658,200300,0,571,571,678,3,200510,"PR",201612,134,3,163289.06,"False",0,201706,201507,13.037616,2017m6,2005m10,"PR",85.94794,0,0,0,1,23,29.57395
"201047","C","P","C","C1","F","False",1,175000,90,0,90,157500,0,361,361,676,6.625,200510,"PR",201605,127,3,135521.81,"False",0,201611,201508,26.210541,2016m11,2005m10,"PR",97.94381,0,0,0,1,15,30.92591
"Modified_208204","S","P","P","C1","F","False",1,66378.867,90,0,90,59740.98,0,548,480,633,5.5,200510,"PR",201506,116,3,59740.98,"True",0,201706,201310,46.433788,2017m6,2005m10,"PR",122.2195,0,0,1,1,44,44.44997
"Modified_197705","S","P","C","C1","F","False",1,171884.45,80,0,80,137507.56,0,548,480,628,6.5,200510,"PR",201702,136,3,136324.44,"True",-40003.828,201908,201505,72.457108,2019m8,2005m10,"PR",93.02314,0,0,1,1,51,37.19042
"202770","C","P","P","C1","F","False",1,154000,80,0,80,123200,0,361,361,540,6.9499998,200510,"PR",201607,129,3,107572.07,"False",0,201802,201407,0,2018m2,2005m10,"PR",84.12559,0,0,0,1,43,35.34703
"315267","S","P","P","C1","F","False",1,261212,94.999466,0,94.999466,248150,0,180,360,680,6.125,200510,"PR",201705,139,3,248150,"False",0,201805,201509,37.537781,2018m5,2005m10,"PR",122.1895,0,0,1,1,32,40.62106
"199381","S","P","P","C1","F","False",1,90000,98,0,98,88200,0,360,360,540,6.5,200510,"PR",201609,131,3,79622.023,"False",0,201908,201310,62.321976,2019m8,2005m10,"PR",103.7635,0,0,1,1,70,46.7275
"806450","C","P","P","C1","F","False",1,186000,87.473122,0,87.473122,162700,0,361,361,561,6.25,200510,"PR",201804,150,3,139461.72,"False",0,201903,201505,6.7844567,2019m3,2005m10,"PR",91.64472,0,0,0,1,46,38.74517
"Modified_199648","S","P","P","C1","F","False",1,302394.22,70.927834,0,70.927834,214481.66,0,408,407,662,5.75,200510,"PR",201701,135,3,211423.73,"True",0,201808,201411,19.592407,2018m8,2005m10,"PR",92.61611,0,0,1,1,45,35.14858
"Modified_210017","S","P","P","C1","F","False",1,329000,84.928574,0,84.928574,279415,0,363,280,550,6.875,200510,"PR",201805,151,3,256972.72,"True",-100347.23,201904,201310,39.682312,2019m4,2005m10,"PR",93.48267,0,0,1,1,66,42.11369
"Modified_201540","S","P","C","C1","F","False",1,242272.22,65.301727,0,65.301727,158207.94,0,546,480,470,10.25,200510,"PR",201804,150,3,145571.91,"True",0,201907,201311,1.07981,2019m7,2005m10,"PR",69.75102,0,0,1,1,68,35.0386
"Modified_207512","S","S","P","C1","F","False",1,125000,90,0,90,112500,0,398,300,627,5.6500001,200511,"PR",201810,155,3,105213.78,"True",-23431.217,201910,201604,31.25106,2019m10,2005m11,"PR",106.1265,0,0,1,0,42,42.51252
"204249","S","P","P","C1","F","False",1,106000,91.415092,0,91.415092,96900,0,360,360,0,6.5,200511,"PR",201405,102,3,87337.25,"False",0,201411,201310,0,2014m11,2005m11,"PR",103.4926,0,1,1,1,13,28.49849
"199278","S","P","P","C1","F","False",1,186000,79.569893,0,79.569893,148000,0,361,361,664,6.875,200511,"PR",201507,116,3,133618.3,"False",0,201608,201310,39.753536,2016m8,2005m11,"PR",89.33535,0,0,1,1,34,30.5816
"Modified_203760","C","P","P","C1","F","False",1,145000,97.931038,0,97.931038,142000,0,539,480,739,6.25,200511,"PR",201509,118,3,132699.13,"True",0,201702,201310,51.7705,2017m2,2005m11,"PR",119.238,0,0,0,1,40,45.80206
"204280","S","P","P","C1","F","False",1,92000,97.010872,0,97.010872,89250,0,361,361,0,7.5,200511,"PR",201401,98,3,86911.609,"False",0,201802,201310,79.288605,2018m2,2005m11,"PR",116.3627,0,1,1,1,52,45.09288
"802067","S","P","C","C1","F","False",1,123000,81.626015,0,81.626015,100400,0,361,361,0,7.5,200511,"PR",201607,128,3,90092.406,"False",0,201801,201408,33.40126,2018m1,2005m11,"PR",87.87128,0,1,1,1,41,32.33369
"807607","C","P","P","C1","F","False",1,141000,77.446808,0,77.446808,109200,0,361,361,661,6.5,200511,"PR",201811,156,3,91033.758,"False",0,201909,201603,7.1772933,2019m9,2005m11,"PR",78.25922,0,0,0,1,42,33.12249
"203877","S","P","P","C1","F","False",1,120000.01,66.666664,0,66.666664,80000,0,360,360,615,6.5,200511,"PR",201602,123,3,70436.063,"False",0,201801,201404,0,2018m1,2005m11,"PR",70.41702,0,0,1,1,45,27.93496
"Modified_199293","C","P","P","C1","F","False",1,224047.86,69.863014,0,69.863014,156526.59,0,538,480,765,6.625,200511,"PR",201511,120,3,156526.59,"True",0,201807,201401,42.501404,2018m7,2005m11,"PR",94.1997,0,0,0,1,54,42.12152
"209459","S","P","P","C1","F","False",1,165000,78.545456,0,78.545456,129600,0,361,361,708,7.375,200511,"PR",201708,141,3,113970.9,"False",0,201808,201506,0,2018m8,2005m11,"PR",93.58164,0,0,1,1,38,33.23449
"Modified_200260","S","P","P","C1","F","False",1,238056.13,80,0,80,190444.91,0,539,465,500,6.75,200511,"PR",201704,137,3,190444.91,"True",0,201808,201310,64.293663,2018m8,2005m11,"PR",108.3854,0,0,1,1,58,44.41023
"203119","S","P","C","C1","F","False",1,480000,100,0,100,480000,0,361,361,517,6.75,200511,"PR",201701,134,3,466535.53,"False",0,201801,201310,60.774578,2018m1,2005m11,"PR",116.6024,0,0,1,1,51,44.85251
"Modified_209134","S","P","P","C1","F","False",1,277316.5,79.629631,0,79.629631,220826.09,0,528,527,680,6.75,200511,"PR",201801,146,3,216280.45,"True",-93990.461,201911,201310,40.124043,2019m11,2005m11,"PR",102.4503,0,0,1,1,73,47.25558
"203233","S","P","P","C1","F","False",1,190000,78.157898,0,78.157898,148500,0,361,361,607,6.75,200511,"PR",201511,120,3,132933.91,"False",0,201808,201312,5.967627,2018m8,2005m11,"PR",94.79006,0,0,1,1,56,39.3559
"Modified_211280","S","P","P","C1","F","False",1,272452.56,69.933159,0,69.933159,190534.67,0,525,411,655,4,200511,"PR",201809,154,3,161287.13,"True",-32787.59,202002,201310,51.792522,2020m2,2005m11,"PR",81.4994,0,0,1,1,76,41.40234
"Modified_203887","S","P","P","C1","F","False",1,248351.88,103.70363,0,103.70363,257549.89,0,412,327,632,4,200512,"PR",201708,140,3,246208.33,"True",-71844.328,201912,201403,52.617996,2019m12,2005m12,"PR",138.9437,0,0,1,1,69,57.84109
"208852","C","P","P","C1","F","False",1,39000,98,0,98,38220,0,361,361,690,6.5,200512,"PR",201502,110,3,33709.051,"False",0,201602,201407,91.100159,2016m2,2005m12,"PR",112.9488,0,0,0,1,19,37.07487
"Modified_211308","F","P","P","C1","F","False",1,189000,95.844444,0,95.844444,181146,0,532,480,600,7,200512,"PR",201501,109,3,177010.17,"True",0,201604,201310,54.80476,2016m4,2005m12,"PR",121.1842,0,0,0,1,30,43.25185
"208560","S","P","P","C1","F","False",1,457000,75.97374,0,75.97374,347200,0,361,361,696,6.625,200512,"PR",201701,133,3,297019.41,"False",0,201808,201408,41.081154,2018m8,2005m12,"PR",90.01367,0,0,1,1,48,35.2577
"219036","S","P","P","C1","F","False",1,96000,75.757294,0,75.757294,72727,0,361,361,699,6.375,200512,"PR",201606,126,3,64672.641,"False",0,201711,201403,77.5784,2017m11,2005m12,"PR",83.55725,0,0,1,1,44,31.88663
"Modified_210731","S","P","P","C1","F","False",1,238000,94.441177,0,94.441177,224770,0,543,480,555,6.875,200512,"PR",201603,123,3,223727.16,"True",0,201611,201310,39.658573,2016m11,2005m12,"PR",124.3029,0,0,1,1,37,42.89912
"208087","S","P","P","C1","F","False",1,128000,102,0,102,130560,0,361,361,723,6,200512,"PR",201704,136,3,113105.18,"False",0,201903,201503,27.50111,2019m3,2005m12,"PR",112.9202,0,0,1,1,48,42.70118
"214541","S","P","P","C1","F","False",1,161000,89.924225,0,89.924225,144778,0,361,361,620,6.875,200512,"PR",201808,152,3,129795.25,"False",-30734.939,201905,201402,11.398915,2019m5,2005m12,"PR",98.82547,0,0,1,1,63,42.89505
"212635","S","P","P","C1","F","False",1,140000,80,0,80,112000,0,361,361,554,7.25,200512,"PR",201405,101,3,106198.21,"False",0,201508,201310,19.960789,2015m8,2005m12,"PR",93.56532,0,0,1,1,22,28.13698
"Modified_211121","S","P","P","C1","F","False",1,239189.16,80,0,80,191351.33,0,539,480,614,6.625,200512,"PR",201809,153,3,181319.56,"True",-69403.57,201909,201601,53.138958,2019m9,2005m12,"PR",93.93221,0,0,1,1,44,35.25798
"Modified_199829","S","P","P","C1","F","False",1,90000,98,0,98,88200,0,534,480,644,6.5,200512,"PR",201811,155,3,83562.758,"True",0,201911,201704,16.230627,2019m11,2005m12,"PR",124.6813,0,0,1,1,31,41.11251
"806463","C","P","P","C1","F","False",1,141000,77.730499,0,77.730499,109600,0,361,361,712,6.5,200512,"PR",201812,156,3,90364.859,"False",-17426.859,201910,201803,24.74951,2019m10,2005m12,"PR",82.60394,0,0,0,1,19,27.21426
"802073","S","P","P","C1","F","False",1,372094.56,78,0,78,290233.75,0,572,572,0,5,200512,"PR",201603,123,3,290233.75,"False",0,201812,201409,43.149273,2018m12,2005m12,"PR",101.1694,0,1,1,1,51,39.83756
"Modified_210659","S","P","P","C1","F","False",1,501430.56,99.739479,0,99.739479,500124.25,0,544,480,649,5.75,200512,"PR",201803,147,3,459271.41,"True",0,201809,201409,47.743229,2018m9,2005m12,"PR",127.4638,0,0,1,1,48,47.42716
"204293","S","P","P","C1","F","False",1,88000,102,0,102,89760,0,361,361,654,6,200512,"PR",201404,100,3,83525.383,"False",0,201511,201310,28.165091,2015m11,2005m12,"PR",120.2819,0,0,1,1,25,37.77334
"208223","S","P","C","C1","F","False",1,53000.004,75.471695,0,75.471695,40000,0,361,361,594,8.9499998,200512,"PR",201601,121,3,37351.852,"False",0,201903,201310,0,2019m3,2005m12,"PR",90.06067,0,0,1,1,65,40.68344
"211864","S","P","P","C1","F","False",1,95000,96.760002,0,96.760002,91922,0,361,361,647,7,200512,"PR",201703,135,3,82475.203,"False",0,201805,201401,71.627586,2018m5,2005m12,"PR",116.7471,0,0,1,1,52,45.21781
"801426","S","I","C","C1","F","False",1,128000,78,0,78,99840,0,361,361,671,6.75,200512,"PR",201607,127,3,87114.672,"False",0,201810,201504,23.089108,2018m10,2005m12,"PR",92.46502,0,0,1,0,42,38.07322
"Modified_210232","S","P","C","C1","F","False",1,320000,93.046875,0,93.046875,297750,0,529,480,518,7.25,200512,"PR",201806,150,3,287161.19,"True",-97218.203,201903,201601,33.835075,2019m3,2005m12,"PR",114.6766,0,0,1,1,38,40.08931
"210268","S","P","P","C1","F","False",1,220000,89.203636,0,89.203636,196248,0,360,360,654,6,200512,"PR",201603,123,3,194044.39,"False",0,201705,201310,42.281048,2017m5,2005m12,"PR",122.3356,0,0,1,1,43,44.16943
"Modified_208861","S","P","P","C1","F","False",1,165480.91,80,0,80,132384.73,0,542,480,623,6.5,200512,"PR",201806,150,3,126140.98,"True",-13627.98,202001,201607,49.852745,2020m1,2005m12,"PR",107.0561,0,0,1,1,42,38.88609
"807608","C","P","P","C1","F","False",1,491000.03,79.0224,0,79.0224,388000,0,425,425,726,6.75,200512,"PR",201801,145,3,323944.78,"False",0,201808,201608,30.234783,2018m8,2005m12,"PR",91.3754,0,0,0,1,24,31.65587
"Modified_213230","S","P","C","C1","F","False",1,126000,85,0,85,107100,0,396,395,648,7.5,200601,"PR",201604,123,3,101903.7,"True",0,201704,201310,55.839973,2017m4,2006m1,"PR",108.1465,0,0,1,1,42,39.2404
"806202","C","P","P","C1","F","False",1,125000,80,0,80,100000,0,360,360,741,6.625,200601,"PR",201707,138,3,85880.461,"False",0,201809,201511,35.956955,2018m9,2006m1,"PR",94.30972,0,0,0,1,34,35.79201
"215024","S","P","P","C1","F","False",1,585000,83.760681,0,83.760681,490000,0,362,362,598,6.75,200601,"PR",201603,122,3,445530.75,"False",0,201609,201310,57.354065,2016m9,2006m1,"PR",96.16508,0,0,1,1,35,33.11919
"204341","S","P","P","C1","F","False",1,166000,95.602409,0,95.602409,158700,0,361,361,618,6.5,200601,"PR",201611,130,3,156619.23,"False",0,201707,201310,20.188452,2017m7,2006m1,"PR",129.6113,0,0,1,1,45,47.17021
"214547","S","S","R","C1","F","False",1,107000,75,0,75,80250,0,181,181,573,8,200601,"PR",201610,129,3,76372.82,"False",-27872.82,201907,201310,77.740776,2019m7,2006m1,"PR",85.44939,0,0,1,0,69,44.38659
"212575","S","S","C","C1","F","False",1,87000,65,0,65,56550,0,361,361,574,7.5,200601,"PR",201411,106,3,55466.859,"False",0,201807,201310,85.575424,2018m7,2006m1,"PR",86.68011,0,0,1,0,57,40.96735
"209463","C","P","P","C1","F","False",1,126000,97.619049,0,97.619049,123000,0,360,360,764,6.5,200601,"PR",201610,129,3,108294.98,"False",0,201805,201408,60.108051,2018m5,2006m1,"PR",114.006,0,0,0,1,45,45.69324
"Modified_210364","C","S","P","C1","F","False",1,241000,97.925308,0,97.925308,236000,0,420,480,715,6.5,200601,"PR",201605,124,3,213889,"True",0,201704,201501,36.883148,2017m4,2006m1,"PR",118.6764,0,0,0,0,27,45.41068
"400163","S","P","P","C1","F","False",1,126000,95,0,95,119700,0,301,301,0,6.5,200601,"PR",201512,119,3,96658.633,"False",0,201703,201503,21.372122,2017m3,2006m1,"PR",100.3136,0,1,1,1,24,30.96636
"Modified_204176","S","P","P","C1","F","False",1,113015.9,99.189186,0,99.189186,112099.55,0,400,399,620,6.5,200601,"PR",201408,103,3,112099.55,"True",0,201712,201310,55.396297,2017m12,2006m1,"PR",116.9408,0,0,1,1,50,44.64422
"204973","S","P","P","C1","F","False",1,127000,89.51181,0,89.51181,113680,0,373,373,599,6.5,200601,"PR",201408,103,3,109482.49,"False",0,201412,201310,45.196266,2014m12,2006m1,"PR",108.2123,0,0,1,1,14,30.35041
"Modified_214404","S","P","P","C1","F","False",1,138000,85,0,85,117300,0,544,480,0,6.5,200601,"PR",201603,122,3,109449.01,"True",0,201610,201408,17.769918,2016m10,2006m1,"PR",101.7689,0,1,1,1,26,32.07578
"Modified_211297","S","P","P","C1","F","False",1,156784.39,85.199997,0,85.199997,133580.3,0,526,525,569,7.5,200601,"PR",201605,124,3,133087.27,"True",0,201703,201409,32.375,2017m3,2006m1,"PR",111.0001,0,0,1,1,30,36.34853
"214473","S","P","P","C1","F","False",1,110000,98.181816,0,98.181816,108000,0,361,361,752,6.875,200601,"PR",201603,122,3,96587.039,"False",0,201703,201404,22.349789,2017m3,2006m1,"PR",114.8196,0,0,1,1,35,39.18098
"Modified_210778","S","P","P","C1","F","False",1,536501.44,79.81221,0,79.81221,428193.66,0,539,480,523,7,200601,"PR",201605,124,3,428193.66,"True",0,201809,201311,56.795097,2018m9,2006m1,"PR",109.5573,0,0,1,1,58,44.79106
"Modified_213705","S","S","P","C1","F","False",1,221000,75,0,75,165750,0,550,480,697,6.5,200601,"PR",201508,115,3,155950.7,"True",0,201603,201311,26.258297,2016m3,2006m1,"PR",91.52594,0,0,1,0,28,33.31239
"803681","S","P","P","C1","F","False",1,278000,79.971222,0,79.971222,222320,0,361,361,704,6.5,200601,"PR",201712,143,3,193642.7,"False",0,201811,201503,22.537752,2018m11,2006m1,"PR",91.18192,0,0,1,1,44,34.36427
"802080","S","P","P","C1","F","False",1,351631.06,84.605865,0,84.605865,297500.5,0,585,585,746,4.75,200601,"PR",201707,138,3,294816.13,"False",0,201805,201509,45.728844,2018m5,2006m1,"PR",111.2126,0,0,1,1,32,37.05411
"806359","C","P","P","C1","F","False",1,140000,80,0,80,112000,0,361,361,719,6.5,200601,"PR",201808,151,3,92697.859,"False",-14196.86,201903,201704,19.091982,2019m3,2006m1,"PR",83.46115,0,0,0,1,23,28.76586
"Modified_262651","S","P","C","C1","F","False",1,1555000,80,0,80,1244000,0,542,480,742,4,200601,"PR",201904,159,3,1207021.4,"True",-1011826.9,201910,201310,77.216644,2019m10,2006m1,"PR",98.68443,0,0,1,1,72,45.71358
"216000","S","P","P","C1","F","False",1,185000,85,0,85,157250,0,362,362,744,6.125,200601,"PR",201803,146,3,137372.44,"False",-1572.4399,201909,201410,36.840805,2019m9,2006m1,"PR",90.75759,0,0,1,1,59,39.00033
"Modified_400151","S","P","C","C1","F","False",1,100734.3,95,0,95,95697.578,0,538,480,0,6.5,200601,"PR",201611,130,3,94669.93,"True",0,201803,201508,31.339413,2018m3,2006m1,"PR",119.9311,0,1,1,1,31,39.56892
"212886","S","P","P","C1","F","False",1,592000,98.277023,0,98.277023,581800,0,121,121,646,6,200601,"PR",201508,115,3,518867.59,"False",0,201603,201310,46.036213,2016m3,2006m1,"PR",113.68,0,0,1,1,29,36.90109
"Modified_215375","S","P","P","C1","F","False",1,166267.19,100,0,100,166267.19,0,541,435,556,4.5,200602,"PR",201804,146,3,148645.41,"True",-20699.373,201906,201401,39.198784,2019m6,2006m2,"PR",104.4788,0,0,1,1,65,45.36863
"Modified_214392","S","P","P","C1","F","False",1,66228.742,90,0,90,59605.871,0,546,480,568,6,200602,"PR",201412,106,3,59605.871,"True",0,201712,201310,53.0233,2017m12,2006m2,"PR",104.6418,0,0,1,1,50,40.64765
"802118","C","P","P","C1","F","False",1,150000,85,0,85,127500,0,361,361,742,5.5,200602,"PR",201810,152,3,102512.71,"False",-17087.49,201907,201705,20.985409,2019m7,2006m2,"PR",80.68658,0,0,0,1,26,28.81906
"216845","S","P","P","C1","F","False",1,97000,65.893814,0,65.893814,63917,0,300,300,587,6.75,200602,"PR",201707,137,3,50289.422,"False",0,201901,201312,0,2019m1,2006m2,"PR",65.08811,0,0,1,1,61,31.29554
"Modified_214513","C","P","P","C1","F","False",1,476000,98.306725,0,98.306725,467940,0,537,447,676,6,200602,"PR",201804,146,3,448150.31,"True",-320969.25,202002,201506,54.065453,2020m2,2006m2,"PR",128.8921,0,0,0,1,56,54.03136
"Modified_213172","S","P","P","C1","F","False",1,144446.92,77.948715,0,77.948715,112594.52,0,538,459,561,7,200602,"PR",201606,124,3,112594.52,"True",0,201704,201310,60.033115,2017m4,2006m2,"PR",102.7929,0,0,1,1,42,37.50074
"Modified_215478","S","P","P","C1","F","False",1,117000,102,0,102,119340,0,361,298,723,3,200602,"PR",201508,114,3,113216.85,"True",0,201811,201311,76.151207,2018m11,2006m2,"PR",124.9219,0,0,1,1,60,50.42031
"214583","S","P","P","C1","F","False",1,170000,101.7,0,101.7,172890,0,361,361,566,6.5,200602,"PR",201702,132,3,156565.66,"False",0,201812,201310,20.161287,2018m12,2006m2,"PR",116.2002,0,0,1,1,62,48.22272
"Modified_215377","S","P","P","C1","F","False",1,88000,94.659088,0,94.659088,83300,0,541,480,613,4.5,200602,"PR",201501,107,3,82557.773,"True",0,201512,201310,45.491779,2015m12,2006m2,"PR",117.7929,0,0,1,1,26,37.28279
"215231","S","P","P","C1","F","False",1,220000,80,0,80,176000,0,361,361,583,7.75,200602,"PR",201408,102,3,161122.41,"False",0,201605,201311,28.625441,2016m5,2006m2,"PR",90.73248,0,0,1,1,30,29.76254
"801465","S","P","C","C1","F","False",1,225500,79.822617,0,79.822617,180000,0,361,361,770,6.25,200602,"PR",201612,130,3,151963.48,"False",0,201812,201509,23.600065,2018m12,2006m2,"PR",85.02605,0,0,1,1,39,30.7726
"803066","S","P","C","C1","F","False",1,137500,80,0,80,110000,0,361,361,622,6.875,200602,"PR",201606,124,3,97244.008,"False",0,201807,201504,64.008057,2018m7,2006m2,"PR",94.82573,0,0,1,1,39,33.95702
"Modified_214827","S","P","P","C1","F","False",1,131000,94.274811,0,94.274811,123500,0,546,480,724,6.875,200602,"PR",201612,130,3,115603.24,"True",0,201805,201411,75.779015,2018m5,2006m2,"PR",115.4382,0,0,1,1,42,41.60986
"217090","C","P","P","C1","F","False",1,225000,80,0,80,180000,0,361,361,589,7,200603,"PR",201805,146,3,163340.13,"False",-93962.555,201906,201310,82.144287,2019m6,2006m3,"PR",83.65067,0,0,0,1,68,43.14928
"216660","S","S","R","C1","F","False",1,37000,66.891891,0,66.891891,24750,0,181,181,748,8.75,200603,"PR",201610,127,3,22422.67,"False",0,201904,201507,68.781593,2019m4,2006m3,"PR",72.73435,0,0,1,0,45,32.61651
"Modified_216515","S","P","C","C1","F","False",1,484000,70,0,70,338800,0,548,480,524,6.5,200603,"PR",201512,117,3,321159.44,"True",0,201706,201310,61.078384,2017m6,2006m3,"PR",90.36234,0,0,1,1,44,34.09795
"Modified_214990","C","P","P","C1","F","False",1,82421.781,98,0,98,80773.344,0,541,440,625,7,200603,"PR",201910,163,3,9088.5996,"True",0,202002,201411,120,2020m2,2006m3,"PR",14.8847,0,0,0,1,63,19.2124
"Modified_204434","S","P","P","C1","F","False",1,89953.75,99.170586,0,99.170586,89207.656,0,387,385,607,7,200603,"PR",201312,93,3,89207.656,"True",0,201409,201310,49.555164,2014m9,2006m3,"PR",124.3684,0,0,1,1,11,34.64558
"216157","S","S","P","C1","F","False",1,155000,80,0,80,124000,0,361,361,645,6.625,200603,"PR",201607,124,3,109638.36,"False",0,201802,201310,31.592957,2018m2,2006m3,"PR",85.4268,0,0,1,0,52,38.96878
"Modified_200283","C","P","P","C1","F","False",1,190823.92,80,0,80,152659.14,0,430,332,667,6.875,200603,"PR",201703,132,3,150606.77,"True",-44270.762,201902,201509,38.249783,2019m2,2006m3,"PR",97.21478,0,0,0,1,41,38.96385
"Modified_212919","S","S","P","C1","F","False",1,445755.88,76.404495,0,76.404495,340577.5,0,545,480,581,7.125,200603,"PR",201704,133,3,340577.5,"True",-26612.76,201904,201401,35.991074,2019m4,2006m3,"PR",91.70074,0,0,1,0,63,44.50839
"Modified_186806","C","S","P","C1","F","False",1,142108.75,86.033333,0,86.033333,122260.9,0,529,448,639,5.9499998,200603,"PR",201610,127,3,122260.9,"True",0,201801,201310,71.371964,2018m1,2006m3,"PR",101.1976,0,0,0,0,51,47.36924
"Modified_216664","S","P","P","C1","F","False",1,775000,100,0,100,775000,0,539,480,668,6.5,200603,"PR",201703,132,3,711385.75,"True",0,201812,201603,54.078316,2018m12,2006m3,"PR",114.1928,0,0,1,1,33,38.34077
"Modified_215778","C","P","P","C1","F","False",1,259000,96.976059,0,96.976059,251168,0,530,480,635,6.375,200603,"PR",201606,123,3,242549.17,"True",0,201807,201312,57.122025,2018m7,2006m3,"PR",123.806,0,0,0,1,55,52.06039
