loanid,property,occupancy,purpose,documentation,ratetype,isnegam,lienposition,originalappraisalamount,ltv,jrltv,combinedltv,originalamount,srbalance,originalterm,amorterm,fico,rate,originationdate,state,asofdate,loanage,reportedloanstatus,currentamount,modified,priorchargeoff,liquidationdate,defdate,lgd,yrm,origym,region_code,updatedcltv,updatedcltv_missing,fico_missing,singlehome,occupied,timetoliquidation,predlgd
"222671","S","P","C","C1","F","False",1,152000,80,0,80,121600,0,361,361,623,7.25,200607,"PR",201601,114,3,111879,"False",0,201701,201310,56.202682,2017m1,2006m7,"PR",98.06036,0,0,1,1,39,35.00811
"204655","S","P","P","C1","F","False",1,119000,97.714287,0,97.714287,116280,0,361,361,694,7,200607,"PR",201704,129,3,107926.06,"False",0,201912,201310,67.570389,2019m12,2006m7,"PR",126.5494,0,0,1,1,74,55.40486
"Modified_219120","S","P","P","C1","F","False",1,247000,90,0,90,222300,0,532,480,566,8.5,200607,"PR",201607,120,3,217600.84,"True",0,201809,201310,44.393211,2018m9,2006m7,"PR",122.0588,0,0,1,1,59,49.17169
"228163","S","S","P","C1","F","False",1,115000,60,0,60,69000,0,361,361,621,7.5,200607,"PR",201509,110,3,58032.969,"False",0,201804,201401,19.009884,2018m4,2006m7,"PR",66.25562,0,0,1,0,51,32.42082
"Modified_222541","S","P","P","C1","F","False",1,233000,90,0,90,209700,0,538,480,724,6.5,200607,"PR",201409,98,3,199868.25,"True",0,201603,201310,58.472519,2016m3,2006m7,"PR",112.2976,0,0,1,1,29,36.45189
"204525","S","P","P","C1","F","False",1,130000,91.583847,0,91.583847,119059,0,360,360,670,8,200607,"PR",201408,97,3,116799.38,"False",0,201808,201310,57.191227,2018m8,2006m7,"PR",123.8837,0,0,1,1,58,49.44644
"Modified_204396","S","P","P","C1","F","False",1,96000,105.56355,0,105.56355,101341,0,481,417,644,6,200607,"PR",201410,99,3,99635.25,"True",0,201804,201310,74.908226,2018m4,2006m7,"PR",136.266,0,0,1,1,54,52.19703
"Modified_224900","S","P","C","C1","F","False",1,592690.75,90,0,90,533421.69,0,571,466,589,4,200607,"PR",201711,136,3,506170.63,"True",0,201805,201408,61.870441,2018m5,2006m7,"PR",114.3384,0,0,1,1,45,42.20727
"222893","S","S","C","C1","F","False",1,100000,80,0,80,80000,0,361,361,711,7.25,200608,"PR",201706,130,3,69679.82,"False",0,201807,201502,82.777191,2018m7,2006m8,"PR",96.43896,0,0,1,0,41,39.0463
"224740","C","P","P","C1","F","False",1,247000,100,0,100,247000,0,361,361,559,7.5,200608,"PR",201603,115,3,224944.56,"False",0,201701,201405,50.209705,2017m1,2006m8,"PR",122.3697,0,0,0,1,32,44.27361
"Modified_228022","C","P","P","C1","F","False",1,293000,90.443687,0,90.443687,265000,0,530,480,724,6.875,200608,"PR",201409,97,3,251089.92,"True",0,201505,201310,38.268761,2015m5,2006m8,"PR",108.2746,0,0,0,1,19,35.55598
"805971","C","P","P","C1","F","False",1,160000,99.216248,0,99.216248,158746,0,361,361,586,6.5,200608,"PR",201712,136,3,132265.84,"False",0,201807,201607,31.954584,2018m7,2006m8,"PR",114.4124,0,0,0,1,24,39.14177
"806416","C","P","C","C1","F","False",1,200000,78.75,0,78.75,157500,0,361,361,697,6.5,200608,"PR",201711,135,3,136844.84,"False",0,201906,201509,19.616991,2019m6,2006m8,"PR",82.53937,0,0,0,1,45,35.46812
"Modified_220835","C","P","P","C1","F","False",1,319000,92.476486,0,92.476486,295000,0,522,480,732,7.25,200608,"PR",201610,122,3,276895.59,"True",0,201809,201501,50.522652,2018m9,2006m8,"PR",121.2936,0,0,0,1,44,47.74307
"224887","S","P","P","C1","F","False",1,120000,90,0,90,108000,0,361,361,629,7.9499998,200608,"PR",201602,114,3,99293.727,"False",0,201609,201310,14.394666,2016m9,2006m8,"PR",106.3596,0,0,1,1,35,36.43189
"Modified_224984","S","P","C","C1","F","False",1,100000,87,0,87,87000,0,546,480,563,7.9499998,200608,"PR",201606,118,3,83057.273,"True",-16127.27,201903,201412,60.309193,2019m3,2006m8,"PR",106.5763,0,0,1,1,51,41.59454
"228026","S","P","P","C1","F","False",1,137000,99.270073,0,99.270073,136000,0,361,361,650,7.5,200608,"PR",201410,98,3,126380.72,"False",0,201512,201310,19.290916,2015m12,2006m8,"PR",119.5593,0,0,1,1,26,37.85679
"Modified_223236","S","P","P","C1","F","False",1,113000,89.601768,0,89.601768,101250,0,363,288,644,7.25,200608,"PR",201809,145,3,87471.219,"True",-7554.2271,201906,201608,40.551876,2019m6,2006m8,"PR",93.37904,0,0,1,1,34,31.8956
"806135","C","P","P","C1","F","False",1,300000,77.333336,0,77.333336,232000,0,361,361,779,6.875,200608,"PR",201812,148,3,200237.27,"False",-119496.71,201911,201603,41.069916,2019m11,2006m8,"PR",89.99923,0,0,0,1,44,37.57394
"806414","C","I","P","C1","F","False",1,245000.02,77.551018,0,77.551018,190000,0,361,361,798,7.125,200608,"PR",201611,123,3,169058.28,"False",0,201809,201505,67.466675,2018m9,2006m8,"PR",96.42347,0,0,0,0,40,42.31698
"228158","S","P","P","C1","F","False",1,225000,97.155556,0,97.155556,218600,0,361,361,658,7,200608,"PR",201804,140,3,188300,"False",-36759,202002,201610,16.091343,2020m2,2006m8,"PR",118.2651,0,0,1,1,40,41.89193
"Modified_230704","C","S","P","C1","F","False",1,740268.94,100,0,100,740269,0,533,436,638,4.5,200609,"PR",201612,123,3,731610.69,"True",0,201703,201311,58.174381,2017m3,2006m9,"PR",132.6771,0,0,0,0,40,54.09764
"229649","S","P","C","C1","F","False",1,212000,85,0,85,180200,0,361,361,694,7.5,200609,"PR",201505,104,3,165709.75,"False",0,201508,201312,21.549124,2015m8,2006m9,"PR",97.63322,0,0,1,1,20,28.82232
"228133","C","P","P","C1","F","False",1,269000,100,0,100,269000,0,361,361,599,7,200609,"PR",201801,136,3,236367.95,"False",0,201809,201512,51.769707,2018m9,2006m9,"PR",123.8295,0,0,0,1,33,45.06624
"228147","C","P","C","C1","F","False",1,130000,78.46154,0,78.46154,102000,0,241,241,661,6.875,200609,"PR",201507,106,3,81582.656,"False",0,201610,201310,16.648146,2016m10,2006m9,"PR",82.67089,0,0,0,1,36,32.64649
"Modified_224059","C","P","P","C1","F","False",1,96000,88.125,0,88.125,84600,0,538,480,614,7.75,200609,"PR",201611,122,3,80202.156,"True",-13706.16,201907,201402,56.83585,2019m7,2006m9,"PR",102.6797,0,0,0,1,65,48.378
"224005","C","P","P","C1","F","False",1,296000,75,0,75,222000,0,361,361,748,6.625,200609,"PR",201702,125,3,199247.17,"False",0,201809,201407,39.773212,2018m9,2006m9,"PR",94.86115,0,0,0,1,50,41.0634
"233755","S","P","P","C1","F","False",1,111000,102,0,102,113220,0,361,361,664,7,200610,"PR",201601,111,3,104375.69,"False",0,201810,201310,35.808811,2018m10,2006m10,"PR",128.3648,0,0,1,1,60,51.5391
"234677","S","P","P","C1","F","False",1,90000,100,0,100,90000,0,361,361,684,6.5,200610,"PR",201402,88,3,83097.078,"False",0,201412,201310,24.184965,2014m12,2006m10,"PR",118.0616,0,0,1,1,14,33.55095
"229529","S","P","P","C1","F","False",1,240000,97.916664,0,97.916664,235000,0,361,361,735,7.25,200610,"PR",201902,148,3,203949.52,"False",-24465.139,202002,201611,30.374929,2020m2,2006m10,"PR",120.1682,0,0,1,1,39,42.19209
"229763","C","S","P","C1","F","False",1,398000,86.683418,0,86.683418,345000,0,361,361,637,6.875,200610,"PR",201504,102,3,313843,"False",0,201602,201403,45.83279,2016m2,2006m10,"PR",103.5387,0,0,0,0,23,39.21862
"Modified_230369","S","P","C","C1","F","False",1,188079.91,76.527908,0,76.527908,143933.63,0,533,423,682,4.5,200610,"PR",201803,137,3,98987.82,"True",-13558.47,201903,201310,63.62302,2019m3,2006m10,"PR",67.579,0,0,1,1,65,33.37801
"805949","C","P","P","C1","F","False",1,104000,91.346153,0,91.346153,95000,0,361,361,757,6.5,200610,"PR",201805,139,3,83642.742,"False",0,201912,201506,42.613068,2019m12,2006m10,"PR",113.2588,0,0,0,1,54,48.31479
"234612","S","P","P","C1","F","False",1,103000,78.640778,0,78.640778,81000,0,361,361,643,6.625,200610,"PR",201407,93,3,75018.242,"False",0,201704,201310,42.680286,2017m4,2006m10,"PR",99.20931,0,0,1,1,42,36.33626
"234614","S","P","P","C1","F","False",1,91000,101.97802,0,101.97802,92800,0,361,361,636,7,200610,"PR",201601,111,3,83830.047,"False",0,201805,201310,68.98481,2018m5,2006m10,"PR",124.4738,0,0,1,1,55,48.68341
"232807","S","P","P","C1","F","False",1,337000,85.163208,0,85.163208,287000,0,361,361,650,6.75,200610,"PR",201807,141,3,250657.44,"False",-70702.438,201908,201310,24.199339,2019m8,2006m10,"PR",91.6456,0,0,1,1,70,42.78978
"Modified_235828","S","P","P","C1","F","False",1,240000,83.970001,0,83.970001,201528,0,351,312,590,7,200611,"PR",201508,105,3,188860.81,"True",0,201603,201310,25.870905,2016m3,2006m11,"PR",103.1565,0,0,1,1,29,33.48149
"231443","S","P","P","C1","F","False",1,165000,100,0,100,165000,0,361,361,658,6.5,200611,"PR",201409,94,3,160847.52,"False",0,201508,201310,28.503393,2015m8,2006m11,"PR",119.8718,0,0,1,1,22,36.68528
"245993","S","P","P","C1","F","False",1,590000,92.711525,0,92.711525,546998,0,361,361,753,6.5,200611,"PR",201602,111,3,494818.72,"False",0,201608,201405,29.26688,2016m8,2006m11,"PR",106.288,0,0,1,1,27,33.86255
"249163","C","P","P","C1","F","False",1,355000,91.549294,0,91.549294,325000,0,361,361,729,6.5,200611,"PR",201407,92,3,311552.28,"False",0,201506,201310,50.249031,2015m6,2006m11,"PR",109.8393,0,0,0,1,20,36.38269
"Modified_204905","S","P","P","C1","F","False",1,557957.88,71.53846,0,71.53846,399154.5,0,531,480,691,2,200611,"PR",201604,113,3,399154.5,"True",0,201703,201312,51.898201,2017m3,2006m11,"PR",94.54668,0,0,1,1,39,33.86634
"Modified_249164","S","P","P","C1","F","False",1,265000,72.679245,0,72.679245,192600,0,523,480,753,7,200611,"PR",201608,117,3,184466.56,"True",0,201705,201401,63.678749,2017m5,2006m11,"PR",96.25137,0,0,1,1,40,34.73854
"236764","S","P","P","C1","F","False",1,143000,96.293709,0,96.293709,137700,0,361,361,609,6.5,200611,"PR",201601,110,3,123712.68,"False",0,201608,201310,20.783642,2016m8,2006m11,"PR",109.6399,0,0,1,1,34,37.17957
"Modified_238015","S","P","P","C1","F","False",1,185000,100,0,100,185000,0,525,435,666,6.375,200612,"PR",201707,127,3,182007.41,"True",0,201812,201403,42.31004,2018m12,2006m12,"PR",126.2098,0,0,1,1,57,49.88403
"237535","S","P","P","C1","F","False",1,143000,90,0,90,128700,0,361,361,577,7,200612,"PR",201510,106,3,118810.49,"False",0,201608,201310,26.01622,2016m8,2006m12,"PR",104.4646,0,0,1,1,34,35.49788
"Modified_235690","S","P","P","C1","F","False",1,191000,97.905762,0,97.905762,187000,0,512,511,646,6.875,200612,"PR",201604,112,3,185977.55,"True",0,201705,201312,41.39048,2017m5,2006m12,"PR",133.5742,0,0,1,1,41,47.18489
"Modified_249160","C","P","P","C1","F","False",1,170000,105.61706,0,105.61706,179549,0,516,450,641,5,200612,"PR",201604,112,3,175813.28,"True",0,201701,201310,40.27739,2017m1,2006m12,"PR",136.8784,0,0,0,1,39,51.21607
"Modified_234534","S","P","R","C1","F","False",1,920000,100,0,100,920000,0,428,360,653,5.875,200612,"PR",201602,110,3,869234.25,"True",0,201606,201410,59.964733,2016m6,2006m12,"PR",117.1703,0,0,1,1,20,35.1709
"234358","S","P","C","C1","F","False",1,178999.98,79.329613,0,79.329613,142000,0,181,181,680,6.25,200612,"PR",201801,133,3,74607.531,"False",0,201906,201311,19.579163,2019m6,2006m12,"PR",49.52555,0,0,1,1,67,28.14804
"Modified_238820","S","P","P","C1","F","False",1,220208.08,102,0,102,224612.23,0,361,316,604,3.5,200612,"PR",201604,112,3,224612.23,"True",0,201611,201310,24.313902,2016m11,2006m12,"PR",133.4015,0,0,1,1,37,45.85571
"236507","S","P","P","C1","F","False",1,228000,98.114037,0,98.114037,223700,0,361,361,549,6,200612,"PR",201505,101,3,204036.19,"False",0,201604,201310,23.542883,2016m4,2006m12,"PR",114.5257,0,0,1,1,30,37.49417
"Modified_204812","S","P","P","C1","F","False",1,145519.56,99.214287,0,99.214287,144376.19,0,392,391,656,6,200612,"PR",201601,109,3,144376.19,"True",0,201807,201310,30.73637,2018m7,2006m12,"PR",135.256,0,0,1,1,57,52.8236
"Modified_237592","S","P","P","C1","F","False",1,469902.5,95.290695,0,95.290695,447773.38,0,542,480,650,4.5,200612,"PR",201707,127,3,396766.16,"True",0,201810,201310,62.448212,2018m10,2006m12,"PR",113.4603,0,0,1,1,60,46.69587
"Modified_237595","S","P","C","C1","F","False",1,392000,94.515305,0,94.515305,370500,0,425,360,680,5.375,200612,"PR",201507,103,3,346715.31,"True",0,201512,201401,39.431484,2015m12,2006m12,"PR",112.9138,0,0,1,1,23,34.74254
"204996","F","P","P","C1","F","False",1,163000,85.21595,0,85.21595,138902,0,361,361,0,6,200701,"PR",201407,90,3,131069.13,"False",0,201410,201310,38.963406,2014m10,2007m1,"PR",104.3857,0,1,0,1,12,32.06441
"239342","S","P","P","C1","F","False",1,470000,98.255318,0,98.255318,461800,0,361,361,700,6.5,200701,"PR",201510,105,3,401062.47,"False",0,201604,201405,37.665455,2016m4,2007m1,"PR",110.6264,0,0,1,1,23,33.99925
"241018","S","P","P","C1","F","False",1,52000,79.615387,0,79.615387,41400,0,181,181,630,7,200701,"PR",201607,114,3,24882.939,"False",0,201702,201312,11.582232,2017m2,2007m1,"PR",63.8568,0,0,1,1,38,23.57537
"Modified_236312","S","P","P","C1","F","False",1,173000,107.2393,0,107.2393,185524,0,482,441,639,5,200701,"PR",201502,97,3,182782.09,"True",0,201512,201310,34.348003,2015m12,2007m1,"PR",136.6348,0,0,1,1,26,43.40551
"240521","S","P","P","C1","F","False",1,90000,102,0,102,91800,0,361,361,0,6.5,200701,"PR",201707,126,3,83644.688,"False",0,201808,201312,34.244854,2018m8,2007m1,"PR",128.9646,0,1,1,1,56,50.46096
"Modified_236399","S","P","C","C1","F","False",1,315000,78.730156,0,78.730156,248000,0,538,480,615,7.875,200701,"PR",201612,119,3,243246.28,"True",0,202001,201311,65.39122,2020m1,2007m1,"PR",108.661,0,0,1,1,74,49.59202
"235174","S","P","C","C1","F","False",1,200000,90,0,90,180000,0,361,361,698,7.125,200701,"PR",201505,100,3,164617.45,"False",0,201711,201404,69.626274,2017m11,2007m1,"PR",102.2859,0,0,1,1,43,37.65425
"Modified_236819","S","P","C","C1","F","False",1,1100000,78.046181,0,78.046181,858508,0,427,360,669,5.75,200701,"PR",201505,100,3,855733.19,"True",0,201512,201403,71.36956,2015m12,2007m1,"PR",100.605,0,0,1,1,21,30.10627
"233184","S","P","C","C1","F","False",1,92000,71.739128,0,71.739128,66000,0,361,361,638,8.9499998,200701,"PR",201607,114,3,59770.102,"False",0,201705,201504,0,2017m5,2007m1,"PR",90.28291,0,0,1,1,25,28.02514
"237821","S","P","P","C1","F","False",1,1150000,82.608696,0,82.608696,950000,0,121,121,743,6.75,200701,"PR",201607,114,3,868923.19,"False",0,201705,201312,60.295662,2017m5,2007m1,"PR",105.0009,0,0,1,1,41,37.89997
"239870","S","P","P","C1","F","False",1,92600,94.289413,0,94.289413,87312,0,361,361,0,7,200701,"PR",201407,90,3,81848.648,"False",0,201504,201310,0,2015m4,2007m1,"PR",111.6877,0,1,1,1,18,32.75279
"Modified_239594","S","P","P","C1","F","False",1,186000,100.68387,0,100.68387,187272,0,380,379,611,5.5,200701,"PR",201508,103,3,179299.06,"True",0,201609,201310,45.900406,2016m9,2007m1,"PR",123.638,0,0,1,1,35,42.04653
"204858","S","P","P","C1","F","False",1,210000,86.709999,0,86.709999,182091,0,361,361,752,6.5,200702,"PR",201409,91,3,172667.05,"False",0,201506,201310,37.451847,2015m6,2007m2,"PR",104.7519,0,0,1,1,20,31.13554
"Modified_238795","S","P","C","C1","F","False",1,181581.95,95,0,95,172502.86,0,531,480,714,7,200702,"PR",201901,143,3,172502.86,"True",-47155.371,201909,201310,36.232941,2019m9,2007m2,"PR",119.4572,0,0,1,1,71,52.14544
"400276","S","P","P","C1","F","False",1,165000,95,0,95,156750,0,361,361,0,7,200702,"PR",201606,112,3,146064.14,"False",0,201611,201310,24.690523,2016m11,2007m2,"PR",118.789,0,1,1,1,37,41.10739
"806156","C","S","P","C1","F","False",1,179000,71.787712,0,71.787712,128500,0,361,361,0,6.375,200702,"PR",201807,137,3,109571.32,"False",0,201901,201701,31.551432,2019m1,2007m2,"PR",80.17024,0,1,0,0,24,31.94327
"806155","C","I","C","C1","F","False",1,200000,75,0,75,150000,0,361,361,761,6.5,200702,"PR",201812,142,3,130651.27,"False",0,201908,201604,11.979424,2019m8,2007m2,"PR",81.2921,0,0,0,0,40,37.40003
"Modified_242402","S","P","P","C1","F","False",1,253500,96.387375,0,96.387375,244342,0,361,360,720,6.5,200702,"PR",201803,133,3,231251.7,"True",0,201811,201310,35.135612,2018m11,2007m2,"PR",122.855,0,0,1,1,61,50.06694
"Modified_400262","S","P","C","C1","F","False",1,158000,96.32975,0,96.32975,152201,0,430,360,0,6,200702,"PR",201606,112,3,143494.55,"True",0,201705,201405,14.978967,2017m5,2007m2,"PR",127.8292,0,1,1,1,36,43.72673
"205368","S","P","P","C1","F","False",1,255999.98,92.856644,0,92.856644,237713,0,361,361,644,6,200703,"PR",201405,86,3,234290.13,"False",0,201505,201310,43.659542,2015m5,2007m3,"PR",118.3436,0,0,1,1,19,35.23391
"Modified_242110","C","P","C","C1","F","False",1,232999.98,97.424896,0,97.424896,227000,0,312,240,645,5.75,200703,"PR",201704,121,3,203934.61,"True",0,201805,201509,36.253777,2018m5,2007m3,"PR",120.957,0,0,0,1,32,43.81455
"240495","S","P","C","C1","F","False",1,210000.02,72.85714,0,72.85714,153000,0,361,361,565,7.375,200703,"PR",201705,122,3,138527.02,"False",0,201809,201504,9.0430012,2018m9,2007m3,"PR",94.33942,0,0,1,1,41,34.43552
"Modified_241321","S","P","P","C1","F","False",1,89900,75.528366,0,75.528366,67900,0,361,360,0,7.25,200703,"PR",201508,101,3,67596.18,"True",0,201605,201310,0,2016m5,2007m3,"PR",98.40949,0,1,1,1,31,32.57546
"205039","S","P","P","C1","F","False",1,163000,85.276077,0,85.276077,139000,0,361,361,690,6.5,200703,"PR",201401,82,3,134020.16,"False",0,201603,201310,47.768932,2016m3,2007m3,"PR",111.106,0,0,1,1,29,36.06469
"204883","S","P","P","C1","F","False",1,206000,89.497086,0,89.497086,184364,0,360,360,607,6,200703,"PR",201401,82,3,177382.36,"False",0,201409,201310,46.443176,2014m9,2007m3,"PR",115.7017,0,0,1,1,11,31.82933
"Modified_243074","S","P","C","C1","F","False",1,370000,90,0,90,333000,0,512,511,669,7,200703,"PR",201705,122,3,315684.16,"True",0,201802,201511,41.397072,2018m2,2007m3,"PR",110.4037,0,0,1,1,27,35.19994
"241873","S","P","P","C1","F","False",1,205000,100,0,100,205000,0,361,361,675,6.625,200703,"PR",201604,109,3,185449.22,"False",0,201611,201408,26.125212,2016m11,2007m3,"PR",122.9307,0,0,1,1,27,39.27059
"245947","S","P","P","C1","F","False",1,82000,66.654877,0,66.654877,54657,0,361,361,750,7,200703,"PR",201502,95,3,51547.609,"False",0,201510,201310,34.040375,2015m10,2007m3,"PR",80.40408,0,0,1,1,24,24.49674
"236598","S","P","C","C1","F","False",1,187000,68.983955,0,68.983955,129000,0,361,361,725,6.75,200703,"PR",201607,112,3,116938.1,"False",0,201802,201408,27.311886,2018m2,2007m3,"PR",80.91835,0,0,1,1,42,30.39259
"806163","C","I","P","C1","F","False",1,221000,89.592758,0,89.592758,198000,0,361,361,689,7,200703,"PR",201902,143,3,171151.83,"False",-49029.563,202001,201803,32.51606,2020m1,2007m3,"PR",111.7744,0,0,0,0,22,41.57654
"205036","S","P","P","C1","F","False",1,119000.01,99.15966,0,99.15966,118000,0,361,361,654,6.5,200703,"PR",201408,89,3,114029.46,"False",0,201412,201310,56.151279,2014m12,2007m3,"PR",125.3175,0,0,1,1,14,35.90876
"244807","S","P","P","C1","F","False",1,93000,102,0,102,94860,0,361,361,0,6.5,200703,"PR",201707,124,3,89497.547,"False",0,201811,201310,34.076408,2018m11,2007m3,"PR",131.2461,0,1,1,1,61,52.79365
"245566","S","P","P","C1","F","False",1,89000,75.280899,0,75.280899,67000,0,361,361,730,7,200703,"PR",201602,107,3,62103.551,"False",0,201707,201310,46.862053,2017m7,2007m3,"PR",99.87076,0,0,1,1,45,37.50598
"Modified_240119","S","S","C","C1","F","False",1,130000,85,0,85,110500,0,532,480,667,7.5,200703,"PR",201504,97,3,106121.96,"True",0,201609,201310,56.65274,2016m9,2007m3,"PR",107.3899,0,0,1,0,35,40.69524
"205038","S","P","P","C1","F","False",1,83000,99.156624,0,99.156624,82300,0,361,361,614,7,200703,"PR",201311,80,3,78840.203,"False",0,201609,201310,46.727428,2016m9,2007m3,"PR",124.9601,0,0,1,1,35,42.47614
"Modified_243264","S","P","P","C1","F","False",1,191766.67,86.263733,0,86.263733,165425.09,0,497,414,619,7.875,200704,"PR",201707,123,3,164395.84,"True",0,201812,201503,48.295536,2018m12,2007m4,"PR",115.6368,0,0,1,1,45,42.62916
"245956","S","P","P","C1","F","False",1,150000,90,0,90,135000,0,361,361,776,6.875,200704,"PR",201801,129,3,135000,"False",0,201810,201608,34.814816,2018m10,2007m4,"PR",127.1634,0,0,1,1,26,40.32776
"246850","S","P","P","C1","F","False",1,162000,102,0,102,165240,0,361,361,691,6.5,200704,"PR",201703,119,3,152347.94,"False",0,201811,201310,24.514891,2018m11,2007m4,"PR",129.7937,0,0,1,1,61,52.32169
"Modified_205059","S","P","P","C1","F","False",1,144000,113.58195,0,113.58195,163558,0,481,446,635,5.5,200704,"PR",201407,87,3,163334.08,"True",0,201504,201310,51.020584,2015m4,2007m4,"PR",148.7673,0,0,1,1,18,44.80187
"239602","S","P","P","C1","F","False",1,453000.03,94.370857,0,94.370857,427500,0,361,361,583,7.375,200704,"PR",201610,114,3,385117.44,"False",0,201805,201508,67.542252,2018m5,2007m4,"PR",118.8953,0,0,1,1,33,39.86888
"246156","S","S","P","C1","F","False",1,465000,84.580643,0,84.580643,393300,0,361,361,648,6.875,200704,"PR",201705,121,3,348275.88,"False",-105962.55,201903,201601,53.91584,2019m3,2007m4,"PR",99.53893,0,0,1,0,38,39.09884
"205428","S","P","P","C1","F","False",1,195000,99.530769,0,99.530769,194085,0,361,361,0,6.5,200704,"PR",201409,89,3,186703.95,"False",0,201506,201310,38.404652,2015m6,2007m4,"PR",125.0078,0,1,1,1,20,37.7177
"Modified_246572","S","S","P","C1","F","False",1,170000,55.882355,0,55.882355,95000,0,511,510,641,6.5,200704,"PR",201607,111,3,92286.797,"True",0,201811,201310,26.316658,2018m11,2007m4,"PR",74.92432,0,0,1,0,61,38.42035
"247913","S","P","P","C1","F","False",1,88999.992,64.807869,0,64.807869,57679,0,361,361,693,7,200704,"PR",201512,104,3,53596.488,"False",0,201807,201311,62.683212,2018m7,2007m4,"PR",86.32395,0,0,1,1,56,36.60483
"237738","S","P","P","C1","F","False",1,205000,82.878052,0,82.878052,169900,0,361,361,633,6.625,200704,"PR",201701,117,3,150735.7,"False",0,201712,201509,13.755865,2017m12,2007m4,"PR",91.39949,0,0,1,1,27,29.0245
"243664","C","S","P","C1","F","False",1,43000,58.139534,0,58.139534,25000,0,361,361,532,7.125,200705,"PR",201611,114,3,22387.84,"False",0,201705,201402,68.729279,2017m5,2007m5,"PR",75.98969,0,0,0,0,39,35.35874
"248006","S","P","P","C1","F","False",1,94000,96.574471,0,96.574471,90780,0,361,361,0,6.5,200705,"PR",201312,79,3,85093.008,"False",0,201605,201310,57.105751,2016m5,2007m5,"PR",121.3186,0,1,1,1,31,40.01979
"205222","F","P","P","C1","F","False",1,185000,86.24324,0,86.24324,159550,0,361,361,647,7.5,200705,"PR",201404,83,3,154637.92,"False",0,201412,201310,67.66581,2014m12,2007m5,"PR",111.9367,0,0,0,1,14,35.15465
"Modified_248020","S","S","P","C1","F","False",1,695000,90,0,90,625500,0,511,360,637,5,200705,"PR",201607,110,3,577642.75,"True",0,201702,201310,43.736721,2017m2,2007m5,"PR",116.489,0,0,1,0,40,45.24331
"Modified_248049","S","P","P","C1","F","False",1,303000,90.924095,0,90.924095,275500,0,532,480,651,5,200705,"PR",201410,89,3,264494.19,"True",0,201509,201310,42.909828,2015m9,2007m5,"PR",112.3186,0,0,1,1,23,34.54913
"807578","C","I","P","C1","F","False",1,203000,90,0,90,182700,0,361,361,699,6.75,200705,"PR",201810,137,3,157659.05,"False",-65992.508,201909,201703,33.400581,2019m9,2007m5,"PR",101.2676,0,0,0,0,30,40.70847
"205412","S","P","P","C1","F","False",1,116000,98.699997,0,98.699997,114492,0,361,361,606,6.5,200705,"PR",201502,93,3,113968.83,"False",0,201711,201310,71.043991,2017m11,2007m5,"PR",128.2329,0,0,1,1,49,47.99533
"Modified_243985","C","P","C","C1","F","False",1,325000,70.769234,0,70.769234,230000,0,509,445,619,5.125,200705,"PR",201607,110,3,229427.34,"True",0,201708,201404,28.081657,2017m8,2007m5,"PR",101.5195,0,0,0,1,40,40.0444
"806438","C","P","P","C1","F","False",1,90000,97.944443,0,97.944443,88150,0,361,361,605,6.875,200705,"PR",201701,116,3,78705.922,"False",0,201808,201509,22.495131,2018m8,2007m5,"PR",127.4504,0,0,0,1,35,46.87937
"400376","S","S","P","C1","F","False",1,164000,75,0,75,123000,0,361,361,0,7.25,200705,"PR",201606,109,3,111072.63,"False",0,201908,201506,63.98753,2019m8,2007m5,"PR",87.39511,0,1,1,0,50,38.97186
"205463","S","P","P","C1","F","False",1,143000,93.656647,0,93.656647,133929,0,361,361,0,6.5,200705,"PR",201408,87,3,126997.78,"False",0,201503,201310,36.218742,2015m3,2007m5,"PR",118.1292,0,1,1,1,17,34.52772
"806166","C","P","C","C1","F","False",1,286000,77.622375,0,77.622375,222000,0,361,361,765,6.875,200705,"PR",201804,131,3,193875.36,"False",-95799.703,201907,201610,17.472752,2019m7,2007m5,"PR",86.57714,0,0,0,1,33,32.96104
"242993","S","P","C","C1","F","False",1,445000,85,0,85,378250,0,361,361,582,7.25,200705,"PR",201705,120,3,342085.53,"False",0,201803,201504,38.027039,2018m3,2007m5,"PR",104.6561,0,0,1,1,35,35.87835
"400372","S","S","P","C1","F","False",1,122000,78.688522,0,78.688522,96000,0,361,361,0,6.875,200705,"PR",201701,116,3,85295.078,"False",0,201805,201512,36.690277,2018m5,2007m5,"PR",98.93431,0,1,1,0,29,36.03801
"Modified_244267","S","P","P","C1","F","False",1,280000,96.428574,0,96.428574,270000,0,363,298,636,5.5,200706,"PR",201708,122,3,265545.63,"True",-118611.63,201904,201310,46.5252,2019m4,2007m6,"PR",126.3411,0,0,1,1,66,52.79106
"205253","F","P","P","C1","F","False",1,108000,99.166664,0,99.166664,107100,0,361,361,670,7,200706,"PR",201409,87,3,104540.85,"False",0,201512,201310,56.953812,2015m12,2007m6,"PR",133.0121,0,0,0,1,26,45.82228
"Modified_243247","S","P","C","C1","F","False",1,162000,80,0,80,129600,0,361,346,627,7,200706,"PR",201603,105,3,124302.71,"True",0,201610,201312,27.595537,2016m10,2007m6,"PR",106.2659,0,0,1,1,34,36.0832
"400406","S","P","P","C1","F","False",1,751000,75,0,75,563250,0,361,361,0,7.25,200706,"PR",201705,119,3,521718.25,"False",0,201812,201401,56.873276,2018m12,2007m6,"PR",95.92696,0,1,1,1,59,40.68012
